smiles,T1,T2,T3,T4,T5,Viscosity_1,Viscosity_2,Viscosity_3,Viscosity_4,Viscosity_5,Ln(A),Ea/R
CC(C)CCN,353.15,335.48241471771183,313.07016605460643,293.0647194269145,278.1499999999999,0.35,0.425,0.5429999999999999,0.7230000000000001,0.908,-4.509880349944688,1224.155974909031
CC(C)CCC#N,413.1499999999999,373.1499999999999,333.15,313.15,293.15,0.27,0.381,0.573,0.734,0.98,-4.44169610350847,1295.011639067015
CC(C)COC(=O)C,463.15,418.0902128422815,378.0838886685178,338.0760683128789,293.15,0.1351,0.1935,0.27265,0.41465,0.7233,-4.907484260866595,1360.784494021259
C1=CC=C(C=C1)CCO,373.1499999999999,342.85858225265923,308.06887067986366,288.063239632136,273.21,1.3405,2.63345,7.5467,19.0374,44.248,-9.193295061968051,3491.723782153017
CCC=O,320.94999999999993,315.33465197399715,308.5,302.0832423038729,288.55,0.254,0.2685,0.2885,0.30865,0.3568,-4.470884920395598,995.2024272654415
CCC(=O)N,492.35,473.05000000000007,443.15,404.45000000000005,364.8500000000001,0.391,0.446,0.614,1.022,2.092,-5.971973880626151,2436.375254400415
CCC(=O)O,410.19999999999993,385.52,349.85,313.19000000000005,277.8500000000001,0.329,0.405,0.562,0.839,1.404,-4.096078043285526,1229.090869280041
CCC#N,370.25000000000006,365.6991728192507,336.49125816993467,310.5702204699067,293.24999999999994,0.2187,0.23365,0.2838,0.36005,0.4305,-4.098823552195115,954.9036166571617
CCCOC1=CC=CC=C1,457.3500000000001,437.1219775820655,408.4863358218087,377.5838011386203,289.05,0.244,0.286,0.36545,0.4823,1.727,-4.533844115241322,1436.221299771064
C1=CC=C2C(=C1)C=CC=N2,400.99999999999994,375.9335106382978,351.0,325.9233128834356,300.99999999999994,0.125,0.1425,0.164,0.193,0.225,-3.906188087389097,735.6489384304416
